date,name,value,description
2020-07-12,spaarrekening - Omitted due to Privacy Reasons,466.76,spaarrekening - Omitted due to Privacy Reasons
2020-07-12,Netflix - Omitted due to Privacy Reasons,4.61,Netflix - Omitted due to Privacy Reasons
2020-07-12,Netflix - Omitted due to Privacy Reasons,5.06,Netflix - Omitted due to Privacy Reasons
2020-07-11,spaarrekening - Omitted due to Privacy Reasons,91.87,spaarrekening - Omitted due to Privacy Reasons
2020-07-11,AH to go - Omitted due to Privacy Reasons,-5.04,AH to go - Omitted due to Privacy Reasons
2020-07-11,Boni - Omitted due to Privacy Reasons,-9.65,Boni - Omitted due to Privacy Reasons
2020-07-10,Boni - Omitted due to Privacy Reasons,-7.66,Boni - Omitted due to Privacy Reasons
2020-07-09,OranjePakket - Omitted due to Privacy Reasons,-1.74,OranjePakket - Omitted due to Privacy Reasons
2020-07-08,Boni - Omitted due to Privacy Reasons,-6.32,Boni - Omitted due to Privacy Reasons
2020-07-07,Boni - Omitted due to Privacy Reasons,-10.58,Boni - Omitted due to Privacy Reasons
2020-07-07,betaalverzoek - Omitted due to Privacy Reasons,12.19,betaalverzoek - Omitted due to Privacy Reasons
2020-07-06,OK Utrecht - Omitted due to Privacy Reasons,-8.36,OK Utrecht - Omitted due to Privacy Reasons
2020-07-06,Boni - Omitted due to Privacy Reasons,-32.28,Boni - Omitted due to Privacy Reasons
2020-07-06,Boni - Omitted due to Privacy Reasons,-8.11,Boni - Omitted due to Privacy Reasons
2020-07-06,A. Geworgjan - Omitted due to Privacy Reasons,-422.87,A. Geworgjan - Omitted due to Privacy Reasons
2020-07-06,creditcard - Omitted due to Privacy Reasons,-134.47,creditcard - Omitted due to Privacy Reasons
2020-07-06,spaarrekening - Omitted due to Privacy Reasons,484.9,spaarrekening - Omitted due to Privacy Reasons
2020-07-05,spaarrekening - Omitted due to Privacy Reasons,103.92,spaarrekening - Omitted due to Privacy Reasons
2020-07-05,spaarrekening - Omitted due to Privacy Reasons,0.04,spaarrekening - Omitted due to Privacy Reasons
2020-07-05,,-13.39,
2020-07-05,eten - Omitted due to Privacy Reasons,12.69,eten - Omitted due to Privacy Reasons
2020-07-04,thuisbezorgd - Omitted due to Privacy Reasons,-56.36,thuisbezorgd - Omitted due to Privacy Reasons
2020-07-04,Boni - Omitted due to Privacy Reasons,-2.94,Boni - Omitted due to Privacy Reasons
2020-07-03,betaalverzoek - Omitted due to Privacy Reasons,-7.43,betaalverzoek - Omitted due to Privacy Reasons
2020-07-03,PayPal - Omitted due to Privacy Reasons,-8.22,PayPal - Omitted due to Privacy Reasons
2020-07-01,spaarrekening - Omitted due to Privacy Reasons,101.07,spaarrekening - Omitted due to Privacy Reasons
2020-07-01,Boni - Omitted due to Privacy Reasons,-13.94,Boni - Omitted due to Privacy Reasons
2020-07-01,spaarrekening - Omitted due to Privacy Reasons,101.8,spaarrekening - Omitted due to Privacy Reasons
2020-06-29,Boni - Omitted due to Privacy Reasons,-19.85,Boni - Omitted due to Privacy Reasons
2020-06-29,Boni - Omitted due to Privacy Reasons,-10.67,Boni - Omitted due to Privacy Reasons
2020-06-29,,-7.41,
2020-06-29,Hema - Omitted due to Privacy Reasons,-5.39,Hema - Omitted due to Privacy Reasons
2020-06-29,AnderZorg NV - Omitted due to Privacy Reasons,-85.15,AnderZorg NV - Omitted due to Privacy Reasons
2020-06-28,spaarrekening - Omitted due to Privacy Reasons,107.12,spaarrekening - Omitted due to Privacy Reasons
2020-06-27,,-13.7,
2020-06-27,,-7.06,
2020-06-27,Albert Heijn - Omitted due to Privacy Reasons,-7.77,Albert Heijn - Omitted due to Privacy Reasons
2020-06-26,Boni - Omitted due to Privacy Reasons,-4.1,Boni - Omitted due to Privacy Reasons
2020-06-25,Boni - Omitted due to Privacy Reasons,-10.12,Boni - Omitted due to Privacy Reasons
2020-06-25,NS GROEP - Omitted due to Privacy Reasons,-68.81,NS GROEP - Omitted due to Privacy Reasons
2020-06-24,hollandsnieuwe - Omitted due to Privacy Reasons,-9.54,hollandsnieuwe - Omitted due to Privacy Reasons
2020-06-23,pggm - Omitted due to Privacy Reasons,2367.08,pggm - Omitted due to Privacy Reasons
2020-06-23,spaarrekening - Omitted due to Privacy Reasons,-2348.17,spaarrekening - Omitted due to Privacy Reasons
2020-06-23,Spotify - Omitted due to Privacy Reasons,-4.11,Spotify - Omitted due to Privacy Reasons
2020-06-22,Boni - Omitted due to Privacy Reasons,-9.77,Boni - Omitted due to Privacy Reasons
2020-06-22,Boni - Omitted due to Privacy Reasons,-11.48,Boni - Omitted due to Privacy Reasons
2020-06-22,supermarkt - Omitted due to Privacy Reasons,-9.59,supermarkt - Omitted due to Privacy Reasons
2020-06-21,betaalverzoek - Omitted due to Privacy Reasons,4.64,betaalverzoek - Omitted due to Privacy Reasons
2020-06-20,Boni - Omitted due to Privacy Reasons,-14.0,Boni - Omitted due to Privacy Reasons
2020-06-19,Subcultures - Omitted due to Privacy Reasons,-37.41,Subcultures - Omitted due to Privacy Reasons
2020-06-19,Boni - Omitted due to Privacy Reasons,-16.63,Boni - Omitted due to Privacy Reasons
2020-06-18,spaarrekening - Omitted due to Privacy Reasons,102.6,spaarrekening - Omitted due to Privacy Reasons
2020-06-17,betaalverzoek - Omitted due to Privacy Reasons,7.96,betaalverzoek - Omitted due to Privacy Reasons
2020-06-17,,9.12,
2020-06-16,thuisbezorgd - Omitted due to Privacy Reasons,-26.35,thuisbezorgd - Omitted due to Privacy Reasons
2020-06-16,Boni - Omitted due to Privacy Reasons,-8.04,Boni - Omitted due to Privacy Reasons
2020-06-16,degiro - Omitted due to Privacy Reasons,1.0,degiro - Omitted due to Privacy Reasons
2020-06-16,jumbo - Omitted due to Privacy Reasons,-2.97,jumbo - Omitted due to Privacy Reasons
2020-06-16,PayPal - Omitted due to Privacy Reasons,-11.53,PayPal - Omitted due to Privacy Reasons
2020-06-15,Boni - Omitted due to Privacy Reasons,-6.89,Boni - Omitted due to Privacy Reasons
2020-06-15,Gall & Gall - Omitted due to Privacy Reasons,-16.66,Gall & Gall - Omitted due to Privacy Reasons
2020-06-15,UNIGARANT - Omitted due to Privacy Reasons,-6.78,UNIGARANT - Omitted due to Privacy Reasons
2020-06-15,Netflix - Omitted due to Privacy Reasons,-15.0,Netflix - Omitted due to Privacy Reasons
2020-06-14,,8.19,
2020-06-13,Boni - Omitted due to Privacy Reasons,-3.96,Boni - Omitted due to Privacy Reasons
2020-06-13,blokker - Omitted due to Privacy Reasons,-8.78,blokker - Omitted due to Privacy Reasons
2020-06-13,spaarrekening - Omitted due to Privacy Reasons,109.63,spaarrekening - Omitted due to Privacy Reasons
2020-06-13,,-30.91,
2020-06-13,Boni - Omitted due to Privacy Reasons,-2.04,Boni - Omitted due to Privacy Reasons
2020-06-12,,5.52,
2020-06-12,Netflix - Omitted due to Privacy Reasons,4.45,Netflix - Omitted due to Privacy Reasons
2020-06-12,Netflix - Omitted due to Privacy Reasons,5.09,Netflix - Omitted due to Privacy Reasons
2020-06-11,,-25.13,
2020-06-10,thuisbezorgd - Omitted due to Privacy Reasons,-9.62,thuisbezorgd - Omitted due to Privacy Reasons
2020-06-09,Boni - Omitted due to Privacy Reasons,-13.38,Boni - Omitted due to Privacy Reasons
2020-06-09,Popocatepetl - Omitted due to Privacy Reasons,29.46,Popocatepetl - Omitted due to Privacy Reasons
2020-06-09,betaalverzoek - Omitted due to Privacy Reasons,-16.13,betaalverzoek - Omitted due to Privacy Reasons
2020-06-09,OranjePakket - Omitted due to Privacy Reasons,-1.71,OranjePakket - Omitted due to Privacy Reasons
2020-06-08,Boni - Omitted due to Privacy Reasons,-4.24,Boni - Omitted due to Privacy Reasons
2020-06-08,Popocatepetl - Omitted due to Privacy Reasons,-63.16,Popocatepetl - Omitted due to Privacy Reasons
2020-06-08,Boni - Omitted due to Privacy Reasons,-7.41,Boni - Omitted due to Privacy Reasons
2020-06-08,Boni - Omitted due to Privacy Reasons,-9.49,Boni - Omitted due to Privacy Reasons
2020-06-07,spaarrekening - Omitted due to Privacy Reasons,99.58,spaarrekening - Omitted due to Privacy Reasons
2020-06-07,,-22.51,
2020-06-07,,-11.67,
2020-06-06,jumbo - Omitted due to Privacy Reasons,-3.25,jumbo - Omitted due to Privacy Reasons
2020-06-06,A. Geworgjan - Omitted due to Privacy Reasons,-390.81,A. Geworgjan - Omitted due to Privacy Reasons
2020-06-05,,5.39,
2020-06-05,Boni - Omitted due to Privacy Reasons,-2.94,Boni - Omitted due to Privacy Reasons
2020-06-05,creditcard - Omitted due to Privacy Reasons,-2.8,creditcard - Omitted due to Privacy Reasons
2020-06-04,spaarrekening - Omitted due to Privacy Reasons,490.88,spaarrekening - Omitted due to Privacy Reasons
2020-06-04,Boni - Omitted due to Privacy Reasons,-1.95,Boni - Omitted due to Privacy Reasons
2020-06-03,Boni - Omitted due to Privacy Reasons,-11.61,Boni - Omitted due to Privacy Reasons
2020-06-03,Boni - Omitted due to Privacy Reasons,-9.73,Boni - Omitted due to Privacy Reasons
2020-06-03,AnderZorg NV - Omitted due to Privacy Reasons,-78.31,AnderZorg NV - Omitted due to Privacy Reasons
2020-06-02,amazon - Omitted due to Privacy Reasons,-26.44,amazon - Omitted due to Privacy Reasons
2020-06-02,Boni - Omitted due to Privacy Reasons,-4.1,Boni - Omitted due to Privacy Reasons
2020-06-01,thuisbezorgd - Omitted due to Privacy Reasons,-15.96,thuisbezorgd - Omitted due to Privacy Reasons
2020-06-01,,-10.95,
2020-06-01,Boni - Omitted due to Privacy Reasons,-6.3,Boni - Omitted due to Privacy Reasons
2020-06-01,Wibra - Omitted due to Privacy Reasons,-9.22,Wibra - Omitted due to Privacy Reasons
2020-06-01,Boni - Omitted due to Privacy Reasons,-16.04,Boni - Omitted due to Privacy Reasons
2020-06-01,NS GROEP - Omitted due to Privacy Reasons,-4.63,NS GROEP - Omitted due to Privacy Reasons
2020-06-01,CrossFit - Omitted due to Privacy Reasons,-29.82,CrossFit - Omitted due to Privacy Reasons
2020-05-30,,-13.4,
2020-05-28,Boni - Omitted due to Privacy Reasons,-3.9,Boni - Omitted due to Privacy Reasons
2020-05-27,Boni - Omitted due to Privacy Reasons,-16.31,Boni - Omitted due to Privacy Reasons
2020-05-27,NS GROEP - Omitted due to Privacy Reasons,0.01,NS GROEP - Omitted due to Privacy Reasons
2020-05-26,NZA - Omitted due to Privacy Reasons,-2.85,NZA - Omitted due to Privacy Reasons
2020-05-26,Boni - Omitted due to Privacy Reasons,-16.21,Boni - Omitted due to Privacy Reasons
2020-05-25,hollandsnieuwe - Omitted due to Privacy Reasons,-9.84,hollandsnieuwe - Omitted due to Privacy Reasons
2020-05-24,Fashion - Omitted due to Privacy Reasons,-43.25,Fashion - Omitted due to Privacy Reasons
2020-05-23,China Town - Omitted due to Privacy Reasons,-31.35,China Town - Omitted due to Privacy Reasons
2020-05-23,Spotify - Omitted due to Privacy Reasons,-4.01,Spotify - Omitted due to Privacy Reasons
2020-05-23,Hema - Omitted due to Privacy Reasons,-76.34,Hema - Omitted due to Privacy Reasons
2020-05-23,action - Omitted due to Privacy Reasons,-3.58,action - Omitted due to Privacy Reasons
2020-05-22,spaarrekening - Omitted due to Privacy Reasons,-3181.6,spaarrekening - Omitted due to Privacy Reasons
2020-05-22,pggm - Omitted due to Privacy Reasons,3808.43,pggm - Omitted due to Privacy Reasons
2020-05-21,AH to go - Omitted due to Privacy Reasons,-4.99,AH to go - Omitted due to Privacy Reasons
2020-05-21,Boni - Omitted due to Privacy Reasons,-4.8,Boni - Omitted due to Privacy Reasons
2020-05-20,Hair App - Omitted due to Privacy Reasons,-21.42,Hair App - Omitted due to Privacy Reasons
2020-05-20,Boni - Omitted due to Privacy Reasons,-12.01,Boni - Omitted due to Privacy Reasons
2020-05-20,,-0.86,
2020-05-20,Gall & Gall - Omitted due to Privacy Reasons,-27.19,Gall & Gall - Omitted due to Privacy Reasons
2020-05-20,Subcultures - Omitted due to Privacy Reasons,-21.24,Subcultures - Omitted due to Privacy Reasons
2020-05-20,Rituals - Omitted due to Privacy Reasons,-12.76,Rituals - Omitted due to Privacy Reasons
2020-05-20,NS GROEP - Omitted due to Privacy Reasons,-0.01,NS GROEP - Omitted due to Privacy Reasons
2020-05-19,Boni - Omitted due to Privacy Reasons,-9.74,Boni - Omitted due to Privacy Reasons
2020-05-18,Boni - Omitted due to Privacy Reasons,-23.44,Boni - Omitted due to Privacy Reasons
2020-05-17,thuisbezorgd - Omitted due to Privacy Reasons,-9.4,thuisbezorgd - Omitted due to Privacy Reasons
2020-05-17,,-18.05,
2020-05-17,betaalverzoek - Omitted due to Privacy Reasons,26.83,betaalverzoek - Omitted due to Privacy Reasons
2020-05-16,Albert Heijn - Omitted due to Privacy Reasons,-1.6,Albert Heijn - Omitted due to Privacy Reasons
2020-05-16,Albert Heijn - Omitted due to Privacy Reasons,-5.61,Albert Heijn - Omitted due to Privacy Reasons
2020-05-16,OK Utrecht - Omitted due to Privacy Reasons,-29.3,OK Utrecht - Omitted due to Privacy Reasons
2020-05-16,Kruidvat - Omitted due to Privacy Reasons,-8.61,Kruidvat - Omitted due to Privacy Reasons
2020-05-15,Boni - Omitted due to Privacy Reasons,-5.96,Boni - Omitted due to Privacy Reasons
2020-05-14,Boni - Omitted due to Privacy Reasons,-2.95,Boni - Omitted due to Privacy Reasons
2020-05-14,UNIGARANT - Omitted due to Privacy Reasons,-6.72,UNIGARANT - Omitted due to Privacy Reasons
2020-05-13,Netflix - Omitted due to Privacy Reasons,-12.9,Netflix - Omitted due to Privacy Reasons
2020-05-12,,54.26,
2020-05-12,Boni - Omitted due to Privacy Reasons,-11.15,Boni - Omitted due to Privacy Reasons
2020-05-12,,-9.9,
2020-05-12,Netflix - Omitted due to Privacy Reasons,4.9,Netflix - Omitted due to Privacy Reasons
2020-05-12,Netflix - Omitted due to Privacy Reasons,4.43,Netflix - Omitted due to Privacy Reasons
2020-05-11,Albert Heijn - Omitted due to Privacy Reasons,-2.9,Albert Heijn - Omitted due to Privacy Reasons
2020-05-11,Hema - Omitted due to Privacy Reasons,-25.42,Hema - Omitted due to Privacy Reasons
2020-05-11,action - Omitted due to Privacy Reasons,-10.66,action - Omitted due to Privacy Reasons
2020-05-11,Boni - Omitted due to Privacy Reasons,-11.21,Boni - Omitted due to Privacy Reasons
2020-05-11,IKEA - Omitted due to Privacy Reasons,-1116.21,IKEA - Omitted due to Privacy Reasons
2020-05-09,spaarrekening - Omitted due to Privacy Reasons,1517.31,spaarrekening - Omitted due to Privacy Reasons
2020-05-09,Boni - Omitted due to Privacy Reasons,-6.81,Boni - Omitted due to Privacy Reasons
2020-05-09,OranjePakket - Omitted due to Privacy Reasons,-1.82,OranjePakket - Omitted due to Privacy Reasons
2020-05-08,Boni - Omitted due to Privacy Reasons,-10.47,Boni - Omitted due to Privacy Reasons
2020-05-07,,16.26,
2020-05-07,,-29.56,
2020-05-07,Boni - Omitted due to Privacy Reasons,-4.95,Boni - Omitted due to Privacy Reasons
2020-05-06,spaarrekening - Omitted due to Privacy Reasons,-2954.45,spaarrekening - Omitted due to Privacy Reasons
2020-05-06,A. Geworgjan - Omitted due to Privacy Reasons,-404.94,A. Geworgjan - Omitted due to Privacy Reasons
2020-05-06,IKEA - Omitted due to Privacy Reasons,-36.23,IKEA - Omitted due to Privacy Reasons
2020-05-06,teruggaaf - Omitted due to Privacy Reasons,2981.26,teruggaaf - Omitted due to Privacy Reasons
2020-05-05,jumbo - Omitted due to Privacy Reasons,-1.09,jumbo - Omitted due to Privacy Reasons
2020-05-05,Boni - Omitted due to Privacy Reasons,-6.68,Boni - Omitted due to Privacy Reasons
2020-05-05,spaarrekening - Omitted due to Privacy Reasons,460.17,spaarrekening - Omitted due to Privacy Reasons
2020-05-04,Boni - Omitted due to Privacy Reasons,-3.91,Boni - Omitted due to Privacy Reasons
2020-05-04,Boni - Omitted due to Privacy Reasons,-34.25,Boni - Omitted due to Privacy Reasons
2020-05-04,CrossFit - Omitted due to Privacy Reasons,-37.42,CrossFit - Omitted due to Privacy Reasons
2020-05-01,Boni - Omitted due to Privacy Reasons,-3.41,Boni - Omitted due to Privacy Reasons
2020-05-01,Run2Day - Omitted due to Privacy Reasons,-106.21,Run2Day - Omitted due to Privacy Reasons
2020-04-30,spaarrekening - Omitted due to Privacy Reasons,103.21,spaarrekening - Omitted due to Privacy Reasons
2020-04-30,spaarrekening - Omitted due to Privacy Reasons,104.89,spaarrekening - Omitted due to Privacy Reasons
2020-04-29,Boni - Omitted due to Privacy Reasons,-5.15,Boni - Omitted due to Privacy Reasons
2020-04-29,AnderZorg NV - Omitted due to Privacy Reasons,-89.7,AnderZorg NV - Omitted due to Privacy Reasons
2020-04-27,Boni - Omitted due to Privacy Reasons,-22.93,Boni - Omitted due to Privacy Reasons
2020-04-26,,10.43,
2020-04-26,thuisbezorgd - Omitted due to Privacy Reasons,-23.67,thuisbezorgd - Omitted due to Privacy Reasons
2020-04-26,spaarrekening - Omitted due to Privacy Reasons,101.57,spaarrekening - Omitted due to Privacy Reasons
2020-04-26,amazon - Omitted due to Privacy Reasons,-20.59,amazon - Omitted due to Privacy Reasons
2020-04-26,,16.53,
2020-04-26,,-36.63,
2020-04-25,Mediamarkt - Omitted due to Privacy Reasons,-349.93,Mediamarkt - Omitted due to Privacy Reasons
2020-04-25,Boni - Omitted due to Privacy Reasons,-3.85,Boni - Omitted due to Privacy Reasons
2020-04-24,spaarrekening - Omitted due to Privacy Reasons,100.35,spaarrekening - Omitted due to Privacy Reasons
2020-04-23,spaarrekening - Omitted due to Privacy Reasons,-2496.85,spaarrekening - Omitted due to Privacy Reasons
2020-04-23,pggm - Omitted due to Privacy Reasons,2855.67,pggm - Omitted due to Privacy Reasons
2020-04-23,Spotify - Omitted due to Privacy Reasons,-4.01,Spotify - Omitted due to Privacy Reasons
2020-04-23,Boni - Omitted due to Privacy Reasons,-8.76,Boni - Omitted due to Privacy Reasons
2020-04-23,hollandsnieuwe - Omitted due to Privacy Reasons,-10.29,hollandsnieuwe - Omitted due to Privacy Reasons
2020-04-22,Boni - Omitted due to Privacy Reasons,-11.56,Boni - Omitted due to Privacy Reasons
2020-04-21,fietsmobiliteit - Omitted due to Privacy Reasons,27.01,fietsmobiliteit - Omitted due to Privacy Reasons
2020-04-21,Boni - Omitted due to Privacy Reasons,-14.71,Boni - Omitted due to Privacy Reasons
2020-04-20,Boni - Omitted due to Privacy Reasons,-11.44,Boni - Omitted due to Privacy Reasons
2020-04-18,Boni - Omitted due to Privacy Reasons,-4.48,Boni - Omitted due to Privacy Reasons
2020-04-17,Boni - Omitted due to Privacy Reasons,-1.95,Boni - Omitted due to Privacy Reasons
2020-04-17,Boni - Omitted due to Privacy Reasons,-2.18,Boni - Omitted due to Privacy Reasons
2020-04-16,Boni - Omitted due to Privacy Reasons,-10.02,Boni - Omitted due to Privacy Reasons
2020-04-16,UNIGARANT - Omitted due to Privacy Reasons,-6.46,UNIGARANT - Omitted due to Privacy Reasons
2020-04-15,bol.com - Omitted due to Privacy Reasons,-25.2,bol.com - Omitted due to Privacy Reasons
2020-04-14,pizza - Omitted due to Privacy Reasons,-9.41,pizza - Omitted due to Privacy Reasons
2020-04-14,airbnb - Omitted due to Privacy Reasons,-111.0,airbnb - Omitted due to Privacy Reasons
2020-04-14,Refund - Omitted due to Privacy Reasons,216.98,Refund - Omitted due to Privacy Reasons
2020-04-14,Boni - Omitted due to Privacy Reasons,-4.73,Boni - Omitted due to Privacy Reasons
2020-04-14,action - Omitted due to Privacy Reasons,-28.12,action - Omitted due to Privacy Reasons
2020-04-13,Boni - Omitted due to Privacy Reasons,-14.81,Boni - Omitted due to Privacy Reasons
